customer_id,payer_name,first_name,last_name,gender,cpf,idade,cep,cidade,estado,endereco,graduado,trabalho,idioma,pessoa_fisica_juridica,email,payer_email,saldo,score_credito,produtos,device_brand,device_model,cor,device_date,os,material,barcode,total,data_pagamento,descrisão_pagamento,marca_carro,moeda,departamento,estoque,credit_card,estoque_industrial,frequencia,pagador,risco_emprestimo,marcas_consumidas,frequencia_transacoes,ativo,beneficiario_governo,estado_saude,bancos_cadastro,status_pagamento,valor_pagamento,tipo_transacao,status_conta,paises_visitados
218,Hodge Tumielli,Hodge,Tumielli,Male,634-89-6105,49,190990,Saint Petersburg,,327 Walton Crossing,true,Senior Sales Associate,Swahili,pessoa jurídica,htumielli61@google.co.jp,htumielli61@nbcnews.com,8329.74,680,produto2,Sony,Sony Ericsson S302,Goldenrod,2008,Feature phone,Vinyl,426037839-2,5096.52,3/30/2022,feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna,Suzuki,Ruble,Tools,"Community Bank System, Inc.",3572953319734572,Major Banks,Monthly,sim,alto,marca3,43,false,true,ruim,bradesco,pendente,4893.63,consórcios,desativada,29
219,Bartholomeus Goddert.sf,Bartholomeus,Goddert.sf,Male,122-06-8436,70,188420,Kikerino,,01676 Sage Hill,false,Recruiting Manager,Norwegian,pessoa física,bgoddertsf62@imageshack.us,bgoddertsf62@hatena.ne.jp,-9293.56,344,produto2,Modu,Modu Speedy jacket,Aquamarine,2009,Feature phone,Vinyl,549148611-6,9333.08,6/15/2020,quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis,Hyundai,Ruble,Beauty,MGC Diagnostics Corporation,3534025552841054,Medical/Dental Instruments,Daily,não,alto,marca2,35,false,true,grave,bnb,pendente,1037.41,empréstimos,desativada,100
220,Emelina Mothersole,Emelina,Mothersole,Female,681-71-6105,37,,Chalandrítsa,,1371 4th Point,false,Dental Hygienist,Korean,pessoa jurídica,emothersole63@sohu.com,emothersole63@comsenz.com,3836.57,543,produto2,Oppo,Oppo Reno4 5G,Pink,2020,"Android 10, ColorOS 7.2",Plastic,486071725-2,1692.26,11/17/2020,augue a suscipit nulla elit ac nulla sed vel enim,Porsche,Euro,Sports,Hillenbrand Inc,503828212725204345,Miscellaneous manufacturing industries,Daily,não,alto,marca1,72,true,false,bom,caixa,pendente,1647.17,financiamentos,ativa,82
221,Cleve Whorlton,Cleve,Whorlton,Male,524-66-4758,78,,Odienné,,2 Carpenter Avenue,false,Safety Technician IV,Maltese,pessoa jurídica,cwhorlton64@artisteer.com,cwhorlton64@dion.ne.jp,-4805.68,499,produto3,Kyocera,Kyocera Echo,Pink,2011,"Android 2.2, up to 2.3",Vinyl,505896342-6,3912.77,4/14/2021,luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus,Mitsubishi,Franc,Movies,Rayonier Advanced Materials Inc.,343703690364331,Major Chemicals,Monthly,sim,alto,marca3,3,false,true,ruim,santander,pendente,336.31,financiamentos,ativa,23
222,Bernette Semrad,Bernette,Semrad,Female,567-59-5695,84,F26,Ballina,,06614 Shelley Hill,false,Senior Sales Associate,Persian,pessoa física,bsemrad65@google.de,bsemrad65@creativecommons.org,-7568.72,595,produto2,Icemobile,Icemobile Prime 5.5,Blue,2014,Android 4.4.2,Glass,241518908-1,9219.06,7/26/2022,aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque,Ford,Euro,Health,Invacare Corporation,3532981765971504,Industrial Specialties,Often,sim,baixo,marca2,34,true,false,regular,caixa,recusado,9410.09,consórcios,desativada,88
223,Editha Bert,Editha,Bert,Female,784-56-5272,62,,Hitiaa,,6384 Fordem Hill,true,Occupational Therapist,Kashmiri,pessoa física,ebert66@gravatar.com,ebert66@unicef.org,-4054.94,552,produto1,Samsung,Samsung Galaxy Ace Plus S7500,Violet,2012,"Android 2.3, up to 4.1, TouchWiz UI",Brass,028899496-5,2280.39,8/28/2022,ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec,Acura,Franc,Sports,Fiat Chrysler Automobiles N.V.,379396177780850,Auto Manufacturing,Daily,não,baixo,marca2,93,true,true,ruim,bradesco,aceito,8283.69,investimentos,desativada,52
224,Callida Corish,Callida,Corish,Female,350-51-1264,83,311-4317,Ashibetsu,,860 Waywood Trail,true,Account Representative I,Romanian,pessoa física,ccorish67@timesonline.co.uk,ccorish67@telegraph.co.uk,-1366.32,568,produto2,Chea,Chea 308,Pink,0,Feature phone,Stone,792407776-6,5802.57,8/14/2021,cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis,Dodge,Yen,Garden,S&W Seed Company,30568716727011,Farming/Seeds/Milling,Weekly,não,baixo,marca2,69,false,true,regular,bradesco,pendente,5664.82,empréstimos,ativa,99
225,Weylin Bentall,Weylin,Bentall,Male,714-69-7119,83,,Songlong,,64 Orin Lane,false,GIS Technical Architect,Dari,pessoa jurídica,wbentall68@addthis.com,wbentall68@devhub.com,2817.86,660,produto3,LG,LG KF305,Orange,2010,Feature phone,Aluminum,546439885-6,7898.77,6/13/2021,neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet,Pontiac,Yuan Renminbi,Computers,JMU Limited,4917411371117337,EDP Services,Yearly,não,baixo,marca1,82,false,true,regular,itaú,recusado,546.96,consórcios,ativa,50
226,Cyndi Roddan,Cyndi,Roddan,Female,863-26-8746,85,201058,Chimichagua,,4 Sugar Place,false,Web Designer III,Hungarian,pessoa física,croddan69@de.vu,croddan69@prweb.com,-5775.13,312,produto1,Sharp,Sharp Aquos V,Violet,2019,Android 9.0,Aluminum,132182271-5,1984.34,10/26/2022,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere,Kia,Peso,Beauty,"Cellectar Biosciences, Inc.",3576564805862821,Major Pharmaceuticals,Yearly,não,baixo,marca3,81,false,true,ruim,bnb,pendente,5616.92,financiamentos,desativada,67
227,Charlton Zamboniari,Charlton,Zamboniari,Male,247-74-5684,66,31110,Kanchanaburi,,56722 Messerschmidt Park,false,Research Assistant I,Burmese,pessoa física,czamboniari6a@yandex.ru,czamboniari6a@mysql.com,-6749.18,788,produto1,Nokia,Nokia 8800 Sapphire Arte,Yellow,2008,Feature phone,Rubber,043210462-3,7368.67,7/20/2021,nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus,Oldsmobile,Baht,Computers,AllianzGI Equity & Convertible Income Fund,3555338892619351,n/a,Seldom,sim,alto,marca1,96,true,false,grave,bnb,aceito,1425.65,empréstimos,ativa,73
228,Perice Patershall,Perice,Patershall,Male,630-25-8136,25,426-0061,Tanuma,,4981 Lighthouse Bay Junction,true,Systems Administrator IV,Arabic,pessoa jurídica,ppatershall6b@e-recht24.de,ppatershall6b@php.net,798.44,629,produto1,Motorola,Motorola Talkabout T191,Teal,2001,Feature phone,Stone,138611916-4,3482.05,7/8/2020,nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper,Mitsubishi,Yen,Baby,Sun Life Financial Inc.,3583127453113300,Life Insurance,Once,sim,médio,marca1,57,true,true,ruim,bnb,recusado,4204.61,financiamentos,ativa,94
229,Elene Humble,Elene,Humble,Female,516-35-5278,65,3234,Wartburg,,534 Gale Terrace,true,Engineer I,Italian,pessoa física,ehumble6c@nydailynews.com,ehumble6c@blogspot.com,6578.16,711,produto3,HTC,HTC Desire Z,Blue,2010,"Android 2.2, up to 2.3, Sense UI",Vinyl,531593352-0,6272.39,9/9/2021,odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel,GMC,Rand,Shoes,Invesco Municipal Income Opportunities Trust,633462103093076801,n/a,Monthly,sim,baixo,marca2,10,true,false,regular,inter,recusado,9185.98,financiamentos,ativa,79
230,Sybila Blundell,Sybila,Blundell,Female,335-51-9787,62,141508,Solnechnogorsk,,0854 Sunbrook Drive,true,Senior Developer,Indonesian,pessoa física,sblundell6d@jiathis.com,sblundell6d@acquirethisname.com,555.15,476,produto1,Sagem,Sagem MY V-85,Violet,2005,Feature phone,Vinyl,992671037-9,1305.82,10/27/2022,aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci,Mazda,Ruble,Tools,J P Morgan Chase & Co,5117804765463744,n/a,Monthly,não,baixo,marca1,24,false,false,regular,caixa,recusado,9344.83,empréstimos,desativada,32
231,Helge Cadwallader,Helge,Cadwallader,Female,471-10-2106,50,,Mafa,,988 Anderson Center,true,Research Assistant I,Albanian,pessoa física,hcadwallader6e@aboutads.info,hcadwallader6e@edublogs.org,-6377.28,668,produto1,Chea,Chea 228,Indigo,0,Feature phone,Aluminum,228119141-9,3437.75,9/4/2021,venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis,Mercedes-Benz,Rupiah,Toys,Rayonier Advanced Materials Inc.,3580208490384543,n/a,Never,não,baixo,marca3,95,false,true,bom,caixa,aceito,4258.01,financiamentos,desativada,25
232,Lilian Gomar,Lilian,Gomar,Female,245-67-6371,37,,Lamawan,,65 Scott Trail,false,Computer Systems Analyst II,Kyrgyz,pessoa jurídica,lgomar6f@wordpress.com,lgomar6f@independent.co.uk,-8822.77,456,produto2,Tecno,Tecno Camon X Pro,Crimson,2018,Android 8.1,Vinyl,960150299-8,5482.44,3/2/2022,elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula,Ford,Yuan Renminbi,Tools,Fonar Corporation,3536869772265570,Biotechnology: Electromedical & Electrotherapeutic Apparatus,Weekly,não,alto,marca2,13,false,false,regular,bb,pendente,123.98,financiamentos,desativada,13
233,Corinne Riepel,Corinne,Riepel,Genderfluid,741-91-1541,59,71605,Guadalupe,Oaxaca,4 Pleasure Road,true,Nuclear Power Engineer,Bislama,pessoa física,criepel6g@ocn.ne.jp,criepel6g@state.tx.us,5868.37,474,produto2,BlackBerry,BlackBerry Playbook,Blue,2011,BlackBerry Tablet OS,Rubber,150857586-X,8384.68,1/20/2020,ipsum primis in faucibus orci luctus et ultrices posuere cubilia,Audi,Peso,Industrial,Blackrock Municipal Income Quality Trust,3528611072224836,n/a,Daily,sim,baixo,marca1,57,false,true,ruim,itaú,pendente,9857.28,financiamentos,desativada,88
234,Gannon Wibrow,Gannon,Wibrow,Male,286-98-4930,56,,Nova Varoš,,61642 1st Trail,true,Engineer I,New Zealand Sign Language,pessoa jurídica,gwibrow6h@blog.com,gwibrow6h@sohu.com,-8176.11,431,produto3,Sewon,Sewon SG-2000,Crimson,2002,Feature phone,Aluminum,114996587-8,574.5,1/28/2021,consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci,Mercury,Dinar,Baby,Altria Group,3551098534471108,Farming/Seeds/Milling,Weekly,sim,alto,marca2,56,false,false,ruim,caixa,aceito,5933.95,investimentos,desativada,16
235,Boote Moscon,Boote,Moscon,Male,639-23-4638,43,,Jinshanwei,,8995 Florence Avenue,true,Speech Pathologist,Albanian,pessoa física,bmoscon6i@jiathis.com,bmoscon6i@merriam-webster.com,8293.52,733,produto1,Xiaomi,Xiaomi Redmi 9 Prime,Red,2020,"Android 10, MIUI 11",Aluminum,995135960-4,3614.9,6/30/2021,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla,Saab,Yuan Renminbi,Grocery,Medley LLC,4026318042040855,Investment Managers,Once,não,baixo,marca2,22,true,true,grave,bb,aceito,452.04,empréstimos,desativada,43
236,Claus Lemasney,Claus,Lemasney,Male,538-82-1122,27,613 38,Oxelösund,Södermanland,082 Fairview Junction,false,Database Administrator I,Amharic,pessoa jurídica,clemasney6j@microsoft.com,clemasney6j@list-manage.com,-221.22,483,produto3,Motorola,Motorola W180,Maroon,2008,Feature phone,Stone,924871833-7,7651.31,3/11/2020,vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in,Lincoln,Krona,Clothing,"American Financial Group, Inc.",3541300272323043,Property-Casualty Insurers,Daily,sim,alto,marca1,49,false,true,bom,bb,recusado,2053.65,consórcios,desativada,61
237,Darcy Hacquel,Darcy,Hacquel,Bigender,898-47-2387,30,747 11,Kozmice,,78368 Northfield Alley,true,Junior Executive,French,pessoa física,dhacquel6k@histats.com,dhacquel6k@i2i.jp,8705.28,470,produto3,LG,LG Zone 4,Maroon,2018,Android 7.1.2,Rubber,238374430-1,5200.9,6/22/2020,feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa,Land Rover,Koruna,Kids,"Schneider National, Inc.",4017957499940,Trucking Freight/Courier Services,Weekly,não,baixo,marca3,25,true,false,grave,caixa,pendente,7874.96,investimentos,desativada,39
238,Cosme Elliss,Cosme,Elliss,Male,781-82-6764,79,26500-000,Nilópolis,,68353 Ridgeway Trail,false,Help Desk Technician,Khmer,pessoa física,celliss6l@joomla.org,celliss6l@comsenz.com,6294.32,372,produto1,Acer,Acer Liquid Jade,Teal,2014,Android 4.4.2,Plexiglass,446994407-6,7595.93,10/10/2021,sit amet diam in magna bibendum imperdiet nullam orci pede venenatis,Ferrari,Real,Home,Western Asset Emerging Markets Debt Fund Inc,3546831274921744,n/a,Yearly,sim,baixo,marca2,42,true,true,regular,bb,pendente,6313.93,empréstimos,ativa,68
239,Freddie Ryland,Freddie,Ryland,Female,636-75-1986,30,606930,Pizhma,,2648 Dwight Trail,false,Automation Specialist III,Irish Gaelic,pessoa jurídica,fryland6m@wp.com,fryland6m@mtv.com,-2983.38,445,produto3,Lenovo,Lenovo K900,Green,2013,Android 4.2,Rubber,763625943-5,9517.77,6/27/2021,sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea,Pontiac,Ruble,Grocery,Multi-Color Corporation,201970886620658,Publishing,Often,sim,alto,marca1,12,false,true,bom,inter,recusado,2794.98,investimentos,desativada,75
240,Willie Suett,Willie,Suett,Male,436-69-5646,24,93401,Taivalkoski,,641 Sundown Trail,true,Chief Design Engineer,Dhivehi,pessoa jurídica,wsuett6n@amazon.de,wsuett6n@springer.com,-764.8,640,produto3,LG,LG Stylo 5,Goldenrod,2019,Android 9.0,Aluminum,288611970-9,7294.24,8/22/2021,odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at,Maserati,Euro,Outdoors,"Western Asset Municipal Partners Fund, Inc.",060448577465435726,n/a,Yearly,sim,alto,marca3,98,false,false,regular,bnb,pendente,340.2,investimentos,ativa,73
241,Archambault Attril,Archambault,Attril,Male,751-96-3822,82,98175,Seattle,Washington,9 Ronald Regan Pass,false,VP Product Management,English,pessoa jurídica,aattril6o@nasa.gov,aattril6o@uol.com.br,7210.0,551,produto2,Samsung,Samsung E760,Red,2005,Feature phone,Granite,044764377-0,2623.75,2/6/2020,nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit,Audi,Dollar,Tools,Axar Acquisition Corp.,5602236463488263,Business Services,Weekly,não,alto,marca2,89,false,true,bom,santander,pendente,3530.39,financiamentos,desativada,86
242,Jeanelle Graffin,Jeanelle,Graffin,Female,125-22-1576,79,,Longtanhe,,6 Havey Way,true,Chemical Engineer,Mongolian,pessoa jurídica,jgraffin6p@nih.gov,jgraffin6p@nyu.edu,2001.21,731,produto1,Modu,Modu Speedy jacket,Crimson,2009,Feature phone,Plastic,403645567-2,619.79,9/5/2021,ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam,Buick,Yuan Renminbi,Clothing,The Carlyle Group L.P.,3582430370418799,Investment Managers,Weekly,sim,baixo,marca1,41,false,false,ruim,caixa,aceito,788.63,investimentos,ativa,31
243,Bobbye Deares,Bobbye,Deares,Female,685-24-8769,68,4950-122,Boucinha,Viana do Castelo,143 Walton Road,true,Account Representative III,French,pessoa jurídica,bdeares6q@smh.com.au,bdeares6q@wiley.com,-3622.35,747,produto1,XOLO,XOLO One HD,Green,2016,Android 5.1,Glass,855679951-5,4724.21,9/11/2022,dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat,Infiniti,Euro,Health,"Valhi, Inc.",4041599656064999,Major Chemicals,Yearly,sim,alto,marca3,24,true,false,bom,santander,aceito,9926.81,consórcios,ativa,20
244,Claire Liddy,Claire,Liddy,Male,103-71-6524,53,,Novyy Svit,,9006 Bartillon Avenue,true,VP Sales,Tajik,pessoa física,cliddy6r@rediff.com,cliddy6r@sogou.com,7587.68,732,produto3,Micromax,Micromax A092 Unite,Crimson,2014,Android 4.3,Aluminum,531449132-X,3016.69,10/22/2020,dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit,Dodge,Hryvnia,Electronics,"Luxoft Holding, Inc.",4905753157399058786,EDP Services,Daily,não,médio,marca1,49,false,true,grave,inter,pendente,7401.38,empréstimos,desativada,67
245,Conroy Tatlow,Conroy,Tatlow,Male,576-59-1935,59,,Maleevsk,,96841 Randy Crossing,true,Senior Financial Analyst,Swati,pessoa física,ctatlow6s@google.com.au,ctatlow6s@google.ru,8771.2,605,produto3,QMobile,QMobile Noir Z12 Pro,Orange,2016,"Android 6.0, Amigo 3.2",Vinyl,881656309-5,3243.11,1/18/2021,mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac,Ford,Tenge,Music,First Trust Hong Kong AlphaDEX Fund,30532294404534,n/a,Often,não,médio,marca3,70,true,true,grave,santander,pendente,7968.64,consórcios,ativa,57
246,Reeta Drains,Reeta,Drains,Female,772-31-3937,42,,Bakunase,,8634 Melvin Park,true,Pharmacist,Azeri,pessoa física,rdrains6t@tripadvisor.com,rdrains6t@google.co.jp,-2340.66,474,produto2,OnePlus,OnePlus 7T Pro 5G McLaren,Goldenrod,2019,"Android 10, OxygenOS 10.0",Plexiglass,918797911-X,3523.78,12/14/2020,lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat,Chevrolet,Rupiah,Tools,"Tortoise MLP Fund, Inc.",201577927452502,n/a,Never,não,baixo,marca1,5,false,true,bom,bnb,pendente,3575.45,empréstimos,desativada,69
247,Abdel Witul,Abdel,Witul,Male,242-73-0956,26,352708,Timashëvsk,,7332 Redwing Point,false,Paralegal,Tswana,pessoa física,awitul6u@ebay.co.uk,awitul6u@icio.us,2433.41,776,produto3,HTC,HTC Desire SV,Orange,2012,"Android 4.0.4, Sense UI",Glass,508152587-1,4178.78,3/16/2022,blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget,Audi,Ruble,Music,"REV Group, Inc.",6334261589412115,Auto Manufacturing,Yearly,sim,baixo,marca3,48,true,true,grave,bnb,aceito,3341.44,consórcios,desativada,55
248,Nat Cowland,Nat,Cowland,Male,874-46-7113,37,,Örgön,,879 Anthes Junction,false,Quality Engineer,Albanian,pessoa jurídica,ncowland6v@digg.com,ncowland6v@deviantart.com,5440.87,560,produto3,Nokia,Nokia 6350,Fuscia,2009,Feature phone,Steel,002935605-9,2394.39,3/18/2022,dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel,Ford,Tugrik,Games,"Sportsman's Warehouse Holdings, Inc.",372301121866729,Other Specialty Stores,Never,não,alto,marca2,55,false,true,grave,itaú,aceito,3068.46,financiamentos,desativada,13
249,Hube Coltart,Hube,Coltart,Male,222-24-3841,18,,Damu,,79 Homewood Trail,true,Administrative Officer,Hindi,pessoa jurídica,hcoltart6w@sourceforge.net,hcoltart6w@cloudflare.com,-1351.15,385,produto1,Telit,Telit SP600,Mauv,2005,Microsoft Windows Mobile 2003 SE Smartphone,Plastic,850019406-5,6094.69,9/10/2022,sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus,Honda,Yuan Renminbi,Games,DaVita Inc.,3583413123879169,Hospital/Nursing Management,Monthly,não,médio,marca3,82,true,true,bom,santander,recusado,131.85,investimentos,ativa,70
250,Jocelyn Gartery,Jocelyn,Gartery,Female,385-20-0813,54,,Ivanivka,,979 Vernon Terrace,true,Electrical Engineer,Khmer,pessoa jurídica,jgartery6x@shop-pro.jp,jgartery6x@ezinearticles.com,6715.1,557,produto2,Motorola,Motorola Nexus 6,Turquoise,2014,"Android 5.0, up to 7.1.1",Vinyl,329438752-0,7870.8,3/28/2020,tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate,Chevrolet,Hryvnia,Beauty,"The Finish Line, Inc.",5602249494952090,Clothing/Shoe/Accessory Stores,Once,não,baixo,marca3,34,false,false,regular,bradesco,pendente,9723.39,financiamentos,ativa,11
251,Pauletta Sokell,Pauletta,Sokell,Female,522-06-0916,51,60614,Chicago,Illinois,82 Jay Parkway,false,Physical Therapy Assistant,Hungarian,pessoa jurídica,psokell6y@bravesites.com,psokell6y@bandcamp.com,-9938.83,610,produto2,Sony,Sony Ericsson Aino,Mauv,2009,Feature phone,Wood,895297153-1,9158.55,4/15/2020,libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo,Mercedes-Benz,Dollar,Movies,Blackrock Municipal 2020 Term Trust,5108759144239689,n/a,Never,sim,baixo,marca1,25,true,false,grave,itaú,recusado,4335.06,financiamentos,ativa,87
252,Giselle Bremen,Giselle,Bremen,Female,834-71-0626,40,83600-000,Campo Largo,,359 Loeprich Pass,false,Recruiting Manager,Romanian,pessoa física,gbremen6z@jiathis.com,gbremen6z@cnbc.com,5636.55,529,produto1,Sony,Sony Xperia E4g,Crimson,2015,Android 4.4.4,Steel,131526775-6,7047.55,1/3/2021,nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet,Mercury,Real,Toys,China Southern Airlines Company Limited,3554078374990489,Air Freight/Delivery Services,Weekly,sim,médio,marca2,89,true,false,grave,itaú,aceito,1200.32,empréstimos,ativa,48
253,Berrie Cathee,Berrie,Cathee,Female,292-47-7245,32,,Huating,,8 Morning Plaza,false,Chemical Engineer,Swahili,pessoa física,bcathee70@example.com,bcathee70@jugem.jp,-4235.97,709,produto1,Sony,Sony Ericsson V640,Yellow,2007,Feature phone,Wood,003168992-2,7105.7,12/25/2022,scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas,Saturn,Yuan Renminbi,Toys,"National Western Life Group, Inc.",677156873086126528,Life Insurance,Yearly,não,alto,marca1,46,true,false,ruim,bb,pendente,9563.42,empréstimos,ativa,25
