id,nome,marca,modelo,os,device_date,barcode,estoque,preço,preço_mercado,data,credit_card,code,moeda
741,Iorgos Boaler,Yezz,Yezz ZC20,Feature phone,2015,33261-112,ICICI Bank Limited,$5.83,$28.43B,9/14/2023,5450823449440824,CNY,Yuan Renminbi
742,Whitney Hysom,Samsung,Samsung Galaxy C7 (2017),Android 7.1,2017,49999-042,"HFF, Inc.",$4.39,$1.28B,3/30/2022,5108752247142447,CNY,Yuan Renminbi
743,Gianni Nancarrow,ZTE,ZTE Xiang,Microsoft Windows Mobile 6.1 Professional,2009,60977-016,Highland/iBoxx Senior Loan ETF,$3.88,$481.23M,1/27/2020,6397203166216216,IDR,Rupiah
744,Alberto Andries,ZTE,ZTE U880E,Android 2.3,2012,0904-6113,Hess Corporation,$3.40,$13.87B,5/8/2021,3543648154555720,RUB,Ruble
745,Corina Harriss,LG,LG GD880 Mini,Feature phone,2010,60505-0249,VictoryShares US Small Cap Volatility Wtd ETF,$9.64,$2.17B,8/21/2022,30029119534504,USD,Dollar
746,Bat Formigli,Nokia,Nokia Lumia 810,"Microsoft Windows Phone 8, up to 8.1",2012,50474-804,"Rennova Health, Inc.",$3.85,n/a,10/24/2021,3541375560862282,VEF,Bolivar
747,Tricia Carrington,Celkon,Celkon C303,Feature phone,2011,10812-537,TransAct Technologies Incorporated,$4.22,$63.93M,3/31/2024,3529474890839486,RUB,Ruble
748,Dallas Hansemann,Acer,Acer Liquid Z500,Android 4.4.2,2014,59417-102,Perry Ellis International Inc.,$1.91,$288.6M,10/6/2021,560225978242958261,EUR,Euro
749,Hannah Curme,Sony,Sony SmartWatch 3 SWR50,Android Wear OS,2014,55154-3951,WGL Holdings Inc,$3.79,$4.32B,4/15/2023,4091565461872818,IDR,Rupiah
750,Ester Bottrill,Samsung,Samsung Galaxy Tab S7+,"Android 10, up to Android 11, One UI 3.1",2020,0054-0166,Macro Bank Inc.,$9.64,$5.07B,3/26/2021,50381221331307666,CNY,Yuan Renminbi
751,Hannah Raveau,Xiaomi,Xiaomi Mi 5s,"Android 6.0, up to 7.0, MIUI 10",2016,51655-581,OMNOVA Solutions Inc.,$1.61,$393.18M,3/18/2023,3547903090506113,PHP,Peso
752,Randal Piffe,Archos,Archos 55b Cobalt,Android 6.0,2017,37205-627,Coca Cola Femsa S.A.B. de C.V.,$7.05,$17.31B,3/21/2021,3560226064023457,TZS,Shilling
753,Caressa Takkos,Energizer,Energizer Energy E500S,Android 8.0,2018,55154-5625,Puma Biotechnology Inc,$5.91,$2.88B,5/11/2022,5100146275365913,IDR,Rupiah
754,Fawnia Veronique,Philips,Philips S337,Android 5.1,2015,0378-4201,Salient Midstream & MLP Fund,$5.85,$199.02M,2/3/2021,4026010144928232,EUR,Euro
755,Kristofer Baron,Asus,Asus Z801,Feature phone,0,0310-0131,"Alnylam Pharmaceuticals, Inc.",$3.70,$6.56B,6/9/2021,201813049441374,CNY,Yuan Renminbi
756,Pammy Portwain,Philips,Philips 162,Feature phone,2005,56062-153,Travelport Worldwide Limited,$2.35,$1.69B,6/21/2020,3548224399257129,EUR,Euro
757,Mariel Bradder,alcatel,alcatel OT-E100,Feature phone,2006,54458-890,"EOG Resources, Inc.",$4.15,$51.1B,1/2/2023,5100144772109223,CAD,Dollar
758,Abagail Ferrers,Motorola,Motorola DROID X,"Android 2.1, up to 2.3",2010,24236-994,Stone Harbor Emerging Markets Total Income Fund,$1.70,$155.93M,4/6/2024,4508685156266543,PEN,Sol
759,Lindy Goodredge,BenQ-Siemens,BenQ-Siemens E61,Feature phone,2006,0378-6611,DXC Technology Company,$3.05,$21.19B,12/6/2020,36765922183559,JPY,Yen
760,Taite Maccrea,Coolpad,Coolpad Legacy 5G,Android 10,0,68400-705,WisdomTree Interest Rate Hedged High Yield Bond Fund,$8.32,$58.01M,10/14/2023,3554665077029043,PLN,Zloty
761,Gates Eggins,Plum,Plum Trigger Plus,Android 4.2.2,2014,68987-004,Mechel PAO,$2.07,n/a,1/3/2024,5570650251253549,BRL,Real
762,Ban Baiss,TCL,TCL MoveTime,Proprietary OS,2021,0904-5304,iShares Morningstar Mid-Cap ETF,$5.34,$380.3M,6/28/2020,3577962957178443,MAD,Dirham
763,Kellie Chancellor,Asus,Asus Zenpad 3S 10 Z500M,"Android 6.0, up to 7.0",2016,10096-0243,"Atlas Financial Holdings, Inc.",$7.47,$188.28M,12/31/2023,30438954026056,CNY,Yuan Renminbi
764,Kathe Dunstall,Samsung,Samsung Galaxy Tab 3 Lite 7.0,Android 4.2,2014,52257-1003,PennyMac Mortgage Investment Trust,$2.93,$1.19B,12/21/2022,4508315732976254,IDR,Rupiah
765,Tabbie Camillo,Oppo,Oppo Reno4 Lite,"Android 10, ColorOS 7.2",2020,54569-1036,Saban Capital Acquisition Corp.,$8.29,$315.63M,7/8/2020,3580560030150200,ZWL,Dollar
766,Danny Pulteneye,Motorola,Motorola W396,Feature phone,2008,59995-003,"Cohu, Inc.",$3.12,$474.73M,3/27/2023,4844528420353775,PHP,Peso
767,Rena Ghest,Samsung,Samsung A877 Impression,Feature phone,2009,60505-2544,NOW Inc.,$8.67,$1.86B,12/31/2021,6709285756685283,PKR,Rupee
768,Gwenneth Dymott,BLU,BLU Vivo 4.65 HD,Android 4.0,2013,33261-826,Peabody Energy Corporation,$1.38,$2.28B,3/9/2021,6706948697408734,IDR,Rupiah
769,Scot Croxon,Nvidia,Nvidia Shield,"Android 4.4.2, up to 7.0",2014,0641-6043,"Baldwin & Lyons, Inc.",$9.59,$355.85M,1/15/2023,5156522751302732,MWK,Kwacha
770,Lovell Chittock,Huawei,Huawei Y560,"Android 5.1, EMUI Lite 3.1",2015,68472-077,"ONE Gas, Inc.",$7.00,$3.79B,6/21/2020,3538887681238973,CNY,Yuan Renminbi
771,Silas Armin,Samsung,Samsung Galaxy Ace 4,Android 4.4.2,2014,57955-5077,IQ Chaikin U.S. Small Cap ETF,$4.90,$74.69M,6/24/2023,5416765630169311,CNY,Yuan Renminbi
772,Roley Jeeves,Huawei,Huawei MatePad 5G,"Android 10, EMUI 10.1",2020,35356-472,"Prudential Financial, Inc.",$5.69,$46.21B,7/18/2020,3587901801672514,NGN,Naira
773,Ammamaria Waight,Celkon,Celkon A107,Android 4.0,2013,54569-0025,Wells Fargo & Company,$1.22,n/a,4/2/2024,3544817070275817,RUB,Ruble
774,Rhett Forsyde,Pantech,Pantech Laser P9050,Feature phone,2010,65044-1789,Oasmia Pharmaceutical AB,$9.07,$38.24M,11/27/2021,3538601856027388,RUB,Ruble
775,Daven McGarvey,alcatel,alcatel OT-E221,Feature phone,2007,62839-1103,First Trust RiverFront Dynamic Developed International ETF,$1.99,$199.67M,7/11/2022,3541473777334805,CNY,Yuan Renminbi
776,Maegan Erdes,Mitac,Mitac MIO A702,Microsoft Windows Mobile 6.0 Professional,2007,55910-988,Bel Fuse Inc.,$3.69,$252.29M,3/27/2021,5602255650039402203,IDR,Rupiah
777,Harland Henker,Spice,Spice M-6868,Feature phone,2011,41250-527,"Eagle Bancorp Montana, Inc.",$5.56,$68.03M,8/10/2022,3562766315908327,PLN,Zloty
778,Dode Spender,LG,LG Quantum,Microsoft Windows Phone 7,2010,61699-3182,"Cedar Fair, L.P.",$0.78,$3.97B,2/20/2024,3576265936436507,JPY,Yen
779,Britteny Krishtopaittis,Huawei,Huawei nova 7 SE 5G Youth,"Android 10, EMUI 10.1",2020,48951-4056,First Trust Eurozone AlphaDEX ETF,$3.34,$9.76M,9/2/2020,6706302452165864160,RSD,Dinar
780,Timothea Toler,Huawei,Huawei Ascend D quad XL,Android 4.0,2012,68084-256,American Water Works,$8.59,$14.72B,2/2/2020,3569913621506279,IDR,Rupiah
781,Prudence Hrycek,verykool,verykool s5036 Apollo,Android 7.0,2018,49288-0573,Vicor Corporation,$7.08,$756.67M,7/9/2023,4041376062134561,PHP,Peso
782,Zechariah Grinaugh,Samsung,Samsung Metro 360,Feature phone,2015,49288-0589,Farmland Partners Inc.,$2.61,$295.28M,8/2/2020,6759944475087562722,PHP,Peso
783,Julian Babar,Toshiba,Toshiba Excite 13 AT335,Android 4.0,2012,55111-264,Federal Signal Corporation,$5.31,$1.02B,12/14/2023,3574279641322029,ZAR,Rand
784,Pierson Ropert,Micromax,Micromax A90,Android 4.0.3,2012,54868-4066,"Westell Technologies, Inc.",$3.64,$10.72M,4/15/2021,3533710577345915,XAF,Franc
785,Cosette Aimer,Motorola,Motorola V186,Feature phone,2005,55910-445,Turkcell Iletisim Hizmetleri AS,$8.43,$7.2B,6/1/2020,3576282025155393,AZN,Manat
786,Urbanus Lyddyard,Infinix,Infinix Hot 7 Pro,Android 9.0,2019,0378-2920,Xerox Corporation,$9.82,$1.81B,11/27/2020,6761710891045895368,EUR,Euro
787,Marianne Poulsom,Sony,Sony Ericsson G900,"Symbian, UIQ",2008,10812-934,"ZAIS Group Holdings, Inc.",$9.23,$31.27M,11/25/2022,5602211295278422,AMD,Dram
788,Winifield Grishanov,Ulefone,Ulefone Armor 7,Android 9.0,2019,68462-388,DarioHealth Corp.,$9.20,$21.78M,11/19/2020,5602255428957642,UAH,Hryvnia
789,Rudd Ciciari,Samsung,Samsung I9070 Galaxy S Advance,"Android 2.3.6, up to 4.1.2, TouchWiz UI 4",2012,36800-306,"Workday, Inc.",$6.33,$20.37B,8/31/2023,4041596693853,BRL,Real
790,Noach Livard,Energizer,Energizer Energy E401,Android 8.0 Oreo,0,36987-2987,"SolarEdge Technologies, Inc.",$5.72,$808.23M,1/1/2022,63041641360745129,IDR,Rupiah
791,Sebastiano Wurz,Samsung,Samsung E740,Feature phone,2007,53208-372,National Instruments Corporation,$10.00,$5.07B,9/25/2021,0604255091994265940,EUR,Euro
792,Sansone Coole,Samsung,Samsung L770,Feature phone,2008,0781-5720,"Forum Energy Technologies, Inc.",$5.54,$1.66B,1/7/2020,374288672166732,IDR,Rupiah
793,Eyde Botting,Samsung,Samsung Galaxy S21 Ultra 5G,"Android 11, One UI 3.1",2021,62032-415,Inphi Corporation,$8.43,$1.54B,2/11/2024,5020243679275728,CNY,Yuan Renminbi
794,Giacobo Craythorn,Tel.Me.,Tel.Me. T909,Feature phone,0,0781-5226,"Analog Devices, Inc.",$0.77,$29.38B,10/18/2021,3564617587286538,KRW,Won
795,Elmo O'Cahill,Allview,Allview Viva D8,Android 4.2,2014,43853-0005,Oconee Federal Financial Corp.,$6.62,$161.77M,9/9/2022,4917984925153164,IDR,Rupiah
796,Bridget McCloy,Orange,Orange Barcelona,Android 2.2,2011,13537-219,Hyatt Hotels Corporation,$5.46,$7.26B,4/24/2023,6709825401281739857,TND,Dinar
797,Cortney MacCosty,Motorola,Motorola One (P30 Play),"Android 8.1, up to Android 10, Android One",2018,55154-5732,"Donegal Group, Inc.",$8.69,$436.92M,1/26/2020,3585059232540024,CNY,Yuan Renminbi
798,Maddi Parfett,Samsung,Samsung Galaxy A42 5G,"Android 10, up to Android 11, One UI 3.1",2020,67544-401,Bank Of Montreal,$1.18,n/a,2/10/2023,3545376634039077,PHP,Peso
799,Cherye Tuminini,alcatel,alcatel OT 155,Feature phone,2004,0067-6171,Chimera Investment Corporation,$9.43,n/a,12/16/2022,3556046620741806,BRL,Real
800,Trudey Toplin,Yezz,Yezz Andy A4.5,Android 4.2,2013,50458-542,PacWest Bancorp,$7.90,$5.87B,2/13/2021,5602259295416567,RSD,Dinar
801,Fowler Reicherz,Honor,Honor 3X G750,"Android 4.2.2, EMUI 2",2013,16714-225,Regency Centers Corporation,$6.32,n/a,9/25/2020,3558766455263695,CNY,Yuan Renminbi
802,Hanan Dowers,Huawei,Huawei MediaPad T1 7.0 Plus,"Android 4.4.2, EMUI 3",2016,66184-100,Assured Guaranty Ltd.,$0.87,$5.11B,8/26/2023,5020347413924560238,EUR,Euro
803,Ragnar Minci,Micromax,Micromax Canvas Juice 4 Q382,Android 5.1,2015,67046-590,Celanese Corporation,$7.20,$12.76B,10/5/2023,3587644298017963,RUB,Ruble
804,Leland Hegel,Samsung,Samsung S3030 Tobi,Feature phone,2008,68788-9023,Adobe Systems Incorporated,$1.74,$68.19B,9/5/2023,4017958487065304,CNY,Yuan Renminbi
805,Heloise Craigmile,Siemens,Siemens CX75,Feature phone,2005,67226-2620,Pendrell Corporation,$4.28,$157.8M,4/30/2023,560221244260320445,MXN,Peso
806,Janella Ragsdall,Micromax,Micromax Canvas Spark Q380,Android 5.0,2015,50268-101,SPDR Dorsey Wright Fixed Income Allocation ETF,$8.58,$58.13M,9/7/2022,3578155403810490,CNY,Yuan Renminbi
807,Madison Murricanes,LG,LG V20,"Android 7.0, up to Android 9.0",2016,0143-9724,Qwest Corporation,$0.91,n/a,6/4/2022,378854321061545,CNY,Yuan Renminbi
808,Hettie Ramelot,Karbonn,Karbonn A16,Android 4.2,2014,58668-2821,"Southcross Energy Partners, L.P.",$4.67,$266.52M,2/28/2020,3548004165627683,PHP,Peso
809,Dominique Simeon,NEC,NEC N500,Feature phone,2004,55154-5456,RenaissanceRe Holdings Ltd.,$3.62,$5.77B,11/3/2021,5100146818565664,THB,Baht
810,Saree Bennion,vivo,vivo Y95,"Android 8.1, Funtouch 4.5",2018,13668-034,Invesco California Value Municipal Income Trust,$5.45,$609.33M,1/2/2024,3582271626973900,CZK,Koruna
811,Colline Yewdale,Gionee,Gionee Marathon M5 Plus,"Android 5.1, Amigo 3.1",2015,63629-1249,Zions Bancorporation,$5.59,$8.73B,11/27/2020,5100140605880956,USD,Dollar
812,Franky Scourge,Samsung,Samsung W169 Duos,Feature phone,2010,52125-156,Eagle Bulk Shipping Inc.,$6.71,$332.73M,8/9/2023,4844365555928158,CNY,Yuan Renminbi
813,Konstanze Djordjevic,Siemens,Siemens ME75,Feature phone,2005,0378-8889,Harmony Merger Corp.,$9.06,n/a,7/21/2022,36853367616000,CNY,Yuan Renminbi
814,Karly Blees,Motorola,Motorola E895,"Linux, JUIX UI",2005,67544-127,PowerShares KBW Property & Casualty Insurance Portfolio,$2.69,$105.89M,6/22/2023,4903148513278543133,ILS,Shekel
815,Marchelle Lymer,Samsung,Samsung T700,Feature phone,0,51138-076,Nuveen High Income November 2021 Target Term Fund,$3.35,$568.21M,7/20/2022,5048370024099111,CNY,Yuan Renminbi
816,Tomas Leaman,LG,LG Leon,Android 5.0.1,2015,25225-021,Convergys Corporation,$1.69,$2.28B,7/10/2021,3534536944061094,CNY,Yuan Renminbi
817,Orson Beeho,Microsoft,Microsoft Lumia 1330,Microsoft Windows Phone 8.1,0,11822-5161,"Regeneron Pharmaceuticals, Inc.",$0.19,$48.88B,7/31/2022,633383080202768757,IDR,Rupiah
818,Dirk Andrei,Plum,Plum Switch,Feature phone,2012,63629-1585,BlackRock Multi-Sector Income Trust,$0.34,$685.06M,2/21/2023,5100170835164095,EUR,Euro
819,Lorinda O'Crevy,Samsung,Samsung Galaxy Tab Pro 12.2 3G,"Android 4.4, TouchWiz UI",2014,65862-200,"Rush Enterprises, Inc.",$0.11,$1.41B,7/12/2021,6709270172760736165,CNY,Yuan Renminbi
820,Dav Gonin,vivo,vivo Y3 Standard,"Android 9.0, Funtouch 9.1",2019,64942-1214,"Monster Digital, Inc.",$0.37,$4.11M,11/30/2021,5048377018215447,CNY,Yuan Renminbi
821,Conney Lackney,Panasonic,Panasonic SC3,Feature phone,2005,68462-224,"Natera, Inc.",$8.23,$552.62M,2/1/2021,4903433442041544224,PHP,Peso
822,Elyse Juanico,LG,LG GW550,Microsoft Windows Mobile 6.5 Standard,2009,66116-444,"ProPhase Labs, Inc.",$9.93,$32.94M,3/29/2023,63043595465612113,USD,Dollar
823,Prissie Mogey,LG,LG KU311,Feature phone,2007,68604-238,First Trust NASDAQ-100 Ex-Technology Sector Index Fund,$4.79,$101.07M,10/9/2020,3578982131821725,RUB,Ruble
824,Skippie Slemming,BLU,BLU Vivo XL5,Android 9.0,2019,49825-133,XTL Biopharmaceuticals Ltd.,$4.05,$13.78M,10/7/2023,677165991971276304,ETB,Birr
825,Jilli Ferrierio,Ulefone,Ulefone Armor 8,Android 10,2020,55289-376,"Maui Land & Pineapple Company, Inc.",$3.35,$386.9M,11/27/2021,5602245037684042,BRL,Real
826,Jesse Kinforth,Sharp,Sharp 550SH,Feature phone,2006,51672-2030,"Kindred Healthcare, Inc.",$7.88,$907.72M,3/24/2024,3563409659138503,IDR,Rupiah
827,Sydelle Bosch,ZTE,ZTE T98,Android 4.0,2012,59779-969,Anchor Bancorp,$1.69,$62.74M,9/29/2021,6709823493985012410,PYG,Guarani
828,Elvera Scammonden,Orange,Orange San Francisco II,Android 2.3,2011,0049-4120,Polaris Industries Inc.,$1.85,$5.46B,4/4/2022,3546439185194961,MXN,Peso
829,Morgen Philippet,ZTE,ZTE Nova 4 V8000,Android 4.0,2014,67345-0001,Applied Genetic Technologies Corporation,$5.67,$91.32M,1/5/2020,56022125663910819,AZN,Manat
830,Amelia Scini,Samsung,Samsung Galaxy Xcover FieldPro,Android 8.0,2020,53033-005,Gladstone Investment Corporation,$9.50,n/a,5/12/2021,3581270409999240,SZL,Lilangeni
831,Edwin Heaton,Motorola,Motorola V557,Feature phone,2005,50436-4234,"Protagonist Therapeutics, Inc.",$5.41,$177.84M,3/6/2022,3559937267095992,IDR,Rupiah
832,Theobald Dykins,Sony,Sony Ericsson W715,Feature phone,2009,67544-883,Altisource Portfolio Solutions S.A.,$0.20,$403.3M,12/15/2023,677150573010364627,IDR,Rupiah
833,Moria Anthonies,Nokia,Nokia 8810,Feature phone,1998,0904-6286,Biogen Inc.,$7.58,$53.4B,4/10/2021,3534892585002156,PHP,Peso
834,Micheal Newark,XOLO,XOLO LT900,Android 4.2,2013,0904-0430,Gladstone Investment Corporation,$7.74,n/a,2/27/2023,3537823877299850,IDR,Rupiah
835,Edithe Bulbeck,Ericsson,Ericsson R310s,Feature phone,2000,48871-005,Vina Concha Y Toro,$4.67,$1.16B,3/12/2020,4508738339748653,JPY,Yen
836,Nanette Crasswell,Bird,Bird S299,Feature phone,2005,0025-1381,Old National Bancorp,$6.44,$2.34B,6/25/2023,676145452932831072,EUR,Euro
837,Nanice Blandford,HP,HP iPAQ Voice Messenger,Microsoft Windows Mobile 6.1 Standard,2009,50458-536,Sensient Technologies Corporation,$0.95,$3.62B,5/9/2022,3534117586479009,CNY,Yuan Renminbi
838,Kala Warstall,Sagem,Sagem my511X,Feature phone,2007,0113-0310,"Computer Task Group, Incorporated",$7.76,$84.39M,6/26/2021,5602258808292298992,SEK,Krona
839,Kris Dearing,Micromax,Micromax Selfie 2 Note Q4601,Android 7.0,2017,55648-661,EPR Properties,$1.19,n/a,6/27/2021,3574017921500934,CNY,Yuan Renminbi
840,Mead Goulding,Oppo,Oppo Reno Z,"Android 9.0, planned upgrade to 10",2019,55390-310,"PCM, Inc.",$4.38,$228.16M,12/16/2023,201880788867986,BRL,Real
841,Dorelle Haggith,Nokia,Nokia 1202,Feature phone,2009,55319-535,"Cobalt International Energy, Inc.",$0.21,$93.34M,2/16/2024,6373115588877540,EUR,Euro
842,Kelby Brumby,Asus,Asus Zenpad 8.0 Z380C,Android 5.0,2015,49035-541,"Mirna Therapeutics, Inc.",$7.37,$31.07M,9/30/2023,30026655098357,CNY,Yuan Renminbi
843,Anette Whapham,Samsung,Samsung Galaxy A40,Android 9.0,2019,37808-964,"Equity Lifestyle Properties, Inc.",$8.69,$7.49B,1/21/2022,670984914463706269,SEK,Krona
844,Mick Slane,verykool,verykool s505,Android 4.2,2014,52316-190,Immune Design Corp.,$6.97,$184.11M,10/11/2021,3561966593562033,PHP,Peso
845,Carl Jendrach,Pantech,Pantech PG-1900,Feature phone,0,51346-070,"Gabelli Equity Trust, Inc. (The)",$9.66,n/a,8/3/2021,4026253868497030,HNL,Lempira
846,Raffaello Bissiker,Allview,Allview P9 Energy Lite (2017),Android 7.0,2017,35356-896,iStar Financial Inc.,$4.76,n/a,8/28/2021,201590357131462,CNY,Yuan Renminbi
847,Lotti Heartfield,Ericsson,Ericsson T20s,Feature phone,2000,0378-4430,Aegon NV,$7.88,n/a,11/25/2023,5048377174730775,SAR,Rial
848,Victoria Gonnel,Samsung,Samsung M2520 Beat Techno,Feature phone,2010,55910-294,Evercore Partners Inc,$4.70,$2.95B,1/4/2021,56022564133201740,IDR,Rupiah
849,Appolonia Capin,Pantech,Pantech Link,Feature phone,2010,10157-4645,Aflac Incorporated,$9.58,n/a,8/23/2021,201508034113893,CRC,Colon
850,Osbourn Commuzzo,Samsung,Samsung Galaxy A8 (2016),Android 6.0.1,2016,56136-004,Rosetta Stone,$2.69,$234.41M,6/28/2021,374622548341501,EUR,Euro
851,Lanae Croasdale,Sony,Sony Ericsson K800,Feature phone,2006,68647-197,"Pretium Resources, Inc.",$7.50,$1.61B,12/24/2023,30154124531632,MDL,Leu
852,Gretchen Semerad,Motorola,Motorola DROID X,"Android 2.1, up to 2.3",2010,50436-6859,"Gaia, Inc.",$2.56,$167.44M,7/10/2023,5521042906125944,THB,Baht
853,Pete Pedley,Sewon,Sewon SGD-1050,Feature phone,2004,0378-1450,"Aberdeen Greater China Fund, Inc.",$1.49,$96.58M,3/30/2024,5397762437376523,NZD,Dollar
854,Celisse Woollam,Samsung,Samsung Gravity SMART,Android 2.2,2011,55154-3387,"Manitowoc Company, Inc. (The)",$8.59,$836.2M,11/23/2021,3550729179929023,PLN,Zloty
855,Zackariah Pettinger,TCL,TCL 10 5G UW,Android 10,2020,55154-2706,TriCo Bancshares,$2.27,$821.61M,7/3/2022,5018006530705736426,NGN,Naira
856,Christabella Ramlot,vivo,vivo Y55L (vivo 1603),"Android 6, Funtouch 2.6",2016,53057-001,Robert Half International Inc.,$8.27,$6.07B,8/31/2023,3536369966031268,EGP,Pound
857,Trudy Darnborough,verykool,verykool s732,Android 2.3.7,2013,0904-5851,Bank of America Corporation,$4.19,n/a,12/29/2023,3587445387160411,ERN,Nakfa
858,Mirna McCracken,HTC,HTC U11,"Android 7.1, up to Android 9.0, Sense UI",2017,52685-430,Oxford Immunotec Global PLC,$9.15,$344.13M,6/12/2021,560225255915177432,KRW,Won
859,Karleen Franzettoini,Energizer,Energizer Power Max P550S,Android 7.0,2017,68308-250,"Sajan, Inc.",$9.49,$27.68M,8/18/2022,3550004906286505,CNY,Yuan Renminbi
860,Augustin Guite,Apple,Apple iPhone 12 Pro Max,"iOS 14.1, up to iOS 14.7",2020,61715-050,"Galena Biopharma, Inc.",$1.39,$20.66M,5/27/2021,201638815832807,EUR,Euro
861,Deeanne Furzey,Samsung,Samsung D720,"Symbian OS 7.0, Series 60 UI",2005,0283-0871,"Avid Technology, Inc.",$1.28,$205.59M,10/5/2022,4508536159783796,COP,Peso
862,Kacie Mellhuish,Motorola,Motorola ROKR E6,Linux,2006,36800-852,Colonial Intermediate High Income Fund,$2.09,$58.2M,12/26/2023,3555147679385049,IDR,Rupiah
863,Catharina Tabor,Philips,Philips Xenium K600,Feature phone,2010,59900-114,"Plantronics, Inc.",$0.00,$1.8B,11/29/2022,6759968424424190863,BRL,Real
864,Sheelah Poulter,alcatel,alcatel 1s,Android 9.0,2019,68151-2298,Global X Millennials Thematic ETF,$2.74,$4.36M,2/2/2023,3548711597699748,RUB,Ruble
865,Georgianna Whiteford,Palm,Palm Treo 750,Microsoft Windows Mobile 5.0 PocketPC,2007,59011-261,"AveXis, Inc.",$6.93,$1.97B,2/15/2023,5610704975618180,BRL,Real
866,Monah Edgler,BLU,BLU Brooklyn,Feature phone,2013,0363-0310,"Steel Dynamics, Inc.",$8.78,$8.02B,6/3/2020,3580363026926901,USD,Dollar
867,Agretha Dressell,Huawei,Huawei nova 4,"Android 9.0, EMUI 9",2018,0299-5765,"Del Taco Restaurants, Inc.",$7.86,$524.24M,8/8/2020,493683113408476820,EUR,Euro
868,Melinda Furphy,BLU,BLU Studio C Super Camera,Android 5.0,2015,25021-115,TrustCo Bank Corp NY,$4.56,$748.78M,10/25/2023,5602223805423208,NPR,Rupee
869,Billie Duffrie,Samsung,Samsung Galaxy A8s,"Android 9.0, One UI",2018,0573-1934,"Niagara Mohawk Holdings, Inc.",$2.66,n/a,12/8/2021,3543927397278674,NIO,Cordoba
870,Padgett Garey,Maxwest,Maxwest Orbit 3000,Android 4.2,2013,49371-025,"Digital Realty Trust, Inc.",$6.10,n/a,11/21/2023,06045115717778880,IDR,Rupiah
871,Kenon Silbert,Oppo,Oppo A33 (2020),"Android 10, ColorOS 7.2",2020,50458-388,Tocagen Inc.,$0.85,$296.12M,4/6/2022,4917032846858386,USD,Dollar
872,Pandora Brydie,Kyocera,Kyocera E2500,Feature phone,2008,0268-0606,First Trust RBA Quality Income ETF,$1.77,$28.13M,6/20/2021,5602240557629501,CNY,Yuan Renminbi
873,Constantine Barttrum,LG,LG X335,Feature phone,2011,57520-0614,"American Realty Investors, Inc.",$4.29,$137.3M,10/3/2020,4508273078858570,RUB,Ruble
874,Kissiah Crottagh,Infinix,Infinix Smart 2 Pro,Android 8.1,2018,63354-452,TIM Participacoes S.A.,$6.35,$6.97B,2/22/2020,4844604918827594,CNY,Yuan Renminbi
875,Winslow Burberry,i-mate,i-mate SP3i,Microsoft Windows Mobile 2003 SE Smartphone,2004,10812-332,"PS Business Parks, Inc.",$9.65,n/a,7/7/2020,3545185591167247,PHP,Peso
876,Christel Rougier,Xiaomi,Xiaomi Mi Note 10 Pro,"Android 9.0, up to Android 10, MIUI 12",2019,76014-002,"Marrone Bio Innovations, Inc.",$0.68,$32.29M,1/23/2021,3542243919206883,CNY,Yuan Renminbi
877,Christa Hayth,ZTE,ZTE F870,Feature phone,2009,51386-726,PBF Energy Inc.,$5.54,$2.39B,1/10/2022,3561798320592367,THB,Baht
878,Hermina Molyneaux,Nokia,Nokia E66,"Symbian OS 9.2, Series 60 v3.1 UI",2008,55714-1501,"Northwest Bancshares, Inc.",$7.23,$1.65B,12/3/2023,5602224125808136,PHP,Peso
879,Ludovika Cronkshaw,Panasonic,Panasonic Eluga Mark 2,Android 6.0,2016,13668-002,Trillium Therapeutics Inc.,$8.30,$49M,8/23/2021,63048719696004263,CNY,Yuan Renminbi
880,Talia MacGahy,ZTE,ZTE S302,Feature phone,2009,36987-3248,"EOG Resources, Inc.",$4.43,$51.1B,9/18/2023,3565104959684144,MUR,Rupee
881,Chrisy Wimbush,Samsung,Samsung Galaxy Tab 4 8.0,Android 4.4.2,2014,54868-0988,HealthSouth Corporation,$8.31,$4.24B,5/25/2021,3551570071714934,IDR,Rupiah
882,Athena Sadd,vivo,vivo iQOO U3,"Android 10, IQOO UI 1.5",2020,55154-3278,Infinity Property and Casualty Corporation,$0.89,$1.05B,5/11/2020,5038195912454014768,BDT,Taka
883,Venus Cobbold,BlackBerry,BlackBerry Pearl 8110,BlackBerry OS,2008,60429-247,"Genocea Biosciences, Inc.",$6.38,$155.64M,12/13/2022,560223912858250251,PHP,Peso
884,Valene Test,Motorola,Motorola One Hyper,"Android 10, up to Android 11",2020,49230-209,"United Community Banks, Inc.",$7.14,$2B,9/22/2020,3582257882392422,THB,Baht
885,Evelyn Helstrip,Motorola,Motorola C350,Feature phone,2003,68151-0329,Gaming Partners International Corporation,$5.66,$87.17M,7/9/2021,3562170955593541,USD,Dollar
886,Winifred Honsch,Motorola,Motorola V300,Feature phone,2003,10812-100,"Nike, Inc.",$4.11,$84.35B,2/25/2021,5018006627264006181,PHP,Peso
887,Loleta Viveash,Siemens,Siemens C28,Feature phone,2000,54569-0793,Lennar Corporation,$5.01,$12.41B,1/26/2022,564182258361785859,RUB,Ruble
888,Sheelagh Kid,Micromax,Micromax Canvas Win W092,Microsoft Windows Phone 8.1,2014,0363-0917,"Cellcom Israel, Ltd.",$3.68,$933.63M,8/14/2020,3556185238308846,CNY,Yuan Renminbi
